,funds,link,location,summary,title
849,"
$0 raised of $2,500                    ",https://www.gofundme.com/SendAdrienneToDC,"Hopkins, MN","My name is Adrienne May and I am a 13 year old republican entering 8th grade at Wayzata East Middle School in Minnesota. I am passionate about politics and can't wait to get involved in the republican initiative. Being a proud Minnesotan, you can see how challenging it can be to have conservative...",Send Adrienne to DC
850,"
$0 raised of $10,000                    ",https://www.gofundme.com/remove-ilhan-omar,"Las Vegas, NV","We are a patriotic grassroots campaign firm dedicated to protecting American culture and liberties. Ilhan Omar in 2020 must be removed from office!  Already in her district American flags are coming down, the pledge of Alligence is being stopped in local government and more progressive violent ra...",Remove Ilhan Omar!
851,"
$0 raised of $50,000                    ",https://www.gofundme.com/1p4zct8nlc,"Danville, AR","I am raising money to support the Trump Campaign for 2020. I would like to raise enough money to fund efforts such as postings, travel and donating to the Republican Party in my city. I am a 30 year old Public Speaking Graduate student. I would like to work for the federal government and assist l...",Trump 2020 Campaign
852,"
$0 raised of $50,000                    ",https://www.gofundme.com/1p4u7sgp40,"Dardanelle, AR",I am raising money to support the Trump campaign for 2020. I am a devout Republican and was raised republican. I believe that we have a better country since our great President Donald Trump has taken office. I am a Graduate Student - studying Public Speaking. I would like to use my platform to br...,"Re-Elect Trump In 2020, Build The Wall!"
853,"
$0 raised of $5.0M                    ",https://www.gofundme.com/8gqy4-500000000,"Trimble, TN","To leave this country and give my family a better life. The Republican Party wants to pay for my family ticket to another country, I will denounce my citizenship and leave.","5,000,000.00"
854,"
$0 raised of $20,000                    ",https://www.gofundme.com/defend-quotthe-squadquot,"Parkville, MD","President Trump tweeted ""why don't they go back and help fix the totally broken and crime infested places from which they came.  Then come back and show us how it is done"".   He was talking about four Democratic congresswomen; Rep. Alexandria Ocasio-Cortez, Rep. Ilhan Omar, Rep. Ayanna Pressley,...","Defend ""The Squad"""
855,"
$0 raised of $20,000                    ",https://www.gofundme.com/i039m-a-liberal-move-me-out-of-america-trumpers,"Pittsburgh, PA","Hi, I think that the Republican Party is incredibly racist and that their blind support of Trump will lead America to become a fascist nation. I am a liberal because I act with my consciousness. I keep hearing if we don't like America, then we should leave. I hate our concentration camps but feel...","I'm a Liberal - Move Me Out of America, Trumpers"
856,"
$0 raised of $999                    ",https://www.gofundme.com/moms039-moral-outrage-against-internment-of-children,"Harleysville, PA","MOMS OPPOSED MORALLY TO SEPARATION AND DETENTION (#momsad) We are deeply concerned that separation of migrant families at our borders, and placement of children in detention centers both at the border, and at the former WWII Japanese-American internment center in Oklahoma, does not fit with our A...",Moms Opposed Morally to Separation and Detention
857,"
$0 raised of $2,000                    ",https://www.gofundme.com/please-rebekkah-relocate-unjust-situation,"Peoria, AZ","My friend Rebekkah, pictured in the middle, and her dog Kekoa,  have rented from the same landlord and lived at an apartment complex in Yuma, AZ. since 2012. Her, along with 22 other families were given eviction notices on July 5th! Why?! Because the government is paying the landlord 3 times the...",Please help Rebekkah relocate.  Unjust situation!
858,"
$0 raised of $5,000                    ",https://www.gofundme.com/operation-life-help-save-babies,"Covina, CA",What is it all about? It is a project of Connor Roland (that’s me) that is dedicated to distributing pro-life material with the desire that unborn babies will not be aborted (murdered) and that people will be saved by the proclamation of the gospel. It is not a political goal. That is to say that...,Operation Life: Help save babies.
859,"
$0 raised of $100,000                    ",https://www.gofundme.com/california-solar-initiatives,"Fresno, CA","Ladies and Gentlemen, I have news for you that cannot wait. GLOBAL WARMING is real, it's really happening and it is the greatest threat to not only our survival but to every species on the planet as well.  There have been multiple articles recently that have suggested what I've been thinking abou...",California Solar Initiatives
860,"
$0 raised of $10,000                    ",https://www.gofundme.com/1ozqyp59mo,"Dallas, TX",Using our top technology resources to start building a modern day civilization. Off the grind and self sustaining starting from distributing solar panels to low resource countries and start building affordable temporary housing for college students to natural disasters victims. Putting our modern...,Aztlantic Innovative Technologies
861,"
$0 raised of $100,000                    ",https://www.gofundme.com/ados-for-amy-mcgrath,"Bloomfield, NJ",Amy McGrath Opens Campaign to Oust Mitch McConnell in Kentucky.  I am an American Descendants Of Slaves (ADOS) and I am seeking recompense for the atrocities committed by The United States of America. I need you to join me in supporting the removal of racist Mitch McConnell.   There is no place i...,I Am An ADOS For Amy McGrath
862,"
$0 raised of $5,000                    ",https://www.gofundme.com/1ovj5749dc,"Lancaster, PA","I’m honestly tired of everyone saying black people that support trump aren’t really black!! You guys are idiots! Trump is hands down one of the greatest presidents we’ve had and just because I don’t support OBAMACARE or ABORTIONS or WELFARE, doesn’t mean I’m not black. We need to stand together t...",More Black People For Trump 2020
863,"
$0 raised of $1,000                    ",https://www.gofundme.com/protect-my-dead-grandma039s-voting-rights,"Toledo, OH",My grandma has always been a republican. That changed when trump was elected president. His appalling behavior left her speechless.  Now my dead grandma has registered as democrat but cannot vote in general election due to her condition. We need money for lawyers so she can sue for her right to v...,Protect my dead grandma's voting rights
864,"
$0 raised of $500,000                    ",https://www.gofundme.com/bindner-for-president-2020-gop,"Rockville, MD",My name is Michael Bindner and I am raising money to launch a campaign to challenge Donald Trump for the Republican Nomination for President. It is time to bring back the Republican big tent. Trump has alienated thinking Republicans from the party. My campaign will bring them back. The Obama and...,Dump Trump: Uncle Mike 2020 GOP
