Unnamed: 0,created_date,goal_int,link,location,raised_int,state,summary,tag,title,year,month,weekday_name
633,"December 5, 2018",150000.0,https://www.gofundme.com/freedom-of-speech-is-under-attack,"New York, NY",160.0,NY,"I invested everything I owned to build a production team and the http://NightTalker.com  Radio Show in New York.  Just as we were gaining a significant worldwide audience, paid sponsors and close to broadcast syndication… we covered the wrong story.  That story was what many believe to have been...",dem,Freedom of Speech is Under Attack,2018,12,Wednesday
634,"July 5, 2018",10000.0,https://www.gofundme.com/democratic-block-partybbq,"New York, NY",100.0,NY,"I AM RAISING FUNDS TO HOST A DEMOCRATIC BLOCK PARTY/BBQ. I THINK IT IS IMPORTANT FOR US DEMOCRATS TO GET TOGETHER TO UNITE, SUPPORT, RAPPORT, AND FELLOWSHIP WITH ONE ANOTHER IN A FRIENDLY ENVIRONMENT. MY GOAL IS TO RAISE $10,000 FOR THIS EVENT WHICH WILL HELP RENT A STAGE, AS WELL AS HIRE  A FEW...",dem,DEMOCRATIC BLOCK PARTY/BBQ,2018,7,Thursday
635,"June 18, 2013",3000.0,https://www.gofundme.com/3b7too,"Sonoma, CA",1805.0,CA,"Hi!  Last summer I had the opportunity to visit a very special place in our country's history The Solomon Islands.  My great uncle, Billy Stack died there during World War II.  I was able to visit and learn about our country's past as well as teach our country's national past-time.  My Aunt Eilee...",dem,Billy Stack Baseball in the Solomon Is.,2013,6,Tuesday
636,"January 17, 2017",2500.0,https://www.gofundme.com/DirectDemocracy,"Lafayette, IN",25.0,IN,"What if I told you there is a way with ONE INITIATIVE! We can remove;  GERRYMANDERING  MONEY IN POLITICS  PARTISAN DIVIDES  CORPORATE/ELITE CONTROL  DEAFNESS OF POLITICIANS TO THE ELECTORATE  LACK OF VOTER PARTICIPATION & COMMUNITY ENGAGEMENT   PERMANENTLY PREVENT AUTHORIANTISM, PLUTOCRACY, OR OL...",dem,Let's Build A Direct Democracy!,2017,1,Tuesday
637,"August 18, 2018",375.0,https://www.gofundme.com/5zf2ubk,"Brooklyn, NY",275.0,NY,"South Brooklyn Progressive Resistance is committed to ensuring an active and informed electorate in our area. The Primary Election for New York State offices will happen on Thursday, September 13th. Traditionally, this Assembly seat has been heavily influenced by political arrangements invisible...",dem,Educate The Electorate: NY AD46,2018,8,Saturday
639,"November 1, 2018",2500.0,https://www.gofundme.com/letsdothis-send-liz-2-congress-now,"Baltimore, MD",100.0,MD,Help Send Liz Matory to Congress!!  We are just days away from Election Day 2018 and we need to raise funds for our last phase efforts.  Please contribute what you can so we can make a little more history and #TakeBackOurPower  www.lizmatory.com  Liz’s incumbent has been in elected office since s...,dem,#LetsDoThis Create a Congresswoman,2018,11,Thursday
640,"January 10, 2019",30000000.0,https://www.gofundme.com/help-immigrants-kids-to-find-homes,"Los Angeles, CA",120.0,CA,"IF THEY (IMMIGRANTS) CANNOT COME IN, LET’S BRING THEM HELP!   My name is Blondy Baruti. I am the Author of the book, “The Incredible True Story of Blondy Baruti. My Unlikely Journey from the Congo to Hollywood.” I am also an actor. I want to inspire the America through my life experience in the C...",dem,"Supply Tents,food,Lawyers etc for Immigrants in SB",2019,1,Thursday
641,"February 11, 2019",500.0,https://www.gofundme.com/dnc-watch-in-dc,"Edmond, WV",198.0,WV,"Let's talk about transparency in the Democratic Party. The full DNC will meet this Thursday, Friday and Saturday in Washington DC.  What will happen at these ""public"" meetings?  The only way to know is to: A.  Attend the meeting yourself, OR B.  Make arrangements with the DNC to read the transcri...",dem,DNC Watch in DC,2019,2,Monday
642,"March 29, 2019",4000.0,https://www.gofundme.com/help-anu-study-abroad-in-spain,"Clarkston, GA",1500.0,GA,"Hello All,  My name is Anuoluwapo Adebowale. I am a Junior at Spelman College, majoring in English with a minor in International Studies. At Spelman, I am a Senior Resident Advisor for the Department of Housing & Residential Life, an Executive Board member of the Young Democrats of America, a Com...",dem,Help Anu Study Abroad in Spain,2019,3,Friday
644,"November 24, 2018",25000.0,https://www.gofundme.com/chris-kolski-memorial,"Anaheim, CA",1525.0,CA,"My Dad, Chris Kolski, has been fighting prostate cancer for 4 1/2 years now. Recently it has become very difficult for him  due to the cancer spreading and he is scheduled for radiation and chemotherapy treatments.  We are unsure how his body will take the treatments. We are hoping for the best b...",dem,Chris Kolski Memorial,2018,11,Saturday
645,"October 23, 2018",5000.0,https://www.gofundme.com/nvmkpd-pv-students-ride-for-early-voting,"Hempstead, TX",100.0,TX,It's 2018 and we are still fighting in Waller County to have equal voting rights! Funds are desperately needed immediately to take Prairie View A&M University students to the polls for Early Voting through November 2018.  Waller County has placed the early voting polls 5 miles away for the first...,dem,PV Students Early Voting Support,2018,10,Tuesday
646,"December 22, 2018",1000.0,https://www.gofundme.com/sjq369-flint-water-crisis,"Traverse City, MI",105.0,MI,"I recently saw a post about the fact that gofundme accounts had been raising millions of dollars to build the wall at the border. Another account was made for “ladders to get over the wall”, yet kids in flint, in our own country, don’t have clean drinking water. It is baffling that these accounts...",dem,Flint Water Crisis,2018,12,Saturday
647,"September 18, 2018",100.0,https://www.gofundme.com/dime-a-door-for-dems100,"Bloomington, IN",280.0,IN,"For every dime we raise, Bloomington High School South Young Democrats will knock on the door of a potential voter. Our Day of Action will be October 21st, when we’ll spend all day canvassing for several candidates running for federal and state office in Indiana. A portion of the money we raise w...",dem,Dime a Door for Dems,2018,9,Tuesday
648,"May 22, 2018",2000.0,https://www.gofundme.com/RasmussenOhio,"Asbury Park, NJ",305.0,NJ,"U.S. Senate  The incumbent: Sherrod Brown (Democrat), a former state official who then served 14 years as a U.S. congressman. Elected to the U.S. Senate in 2006, he is seeking a third term.  The challenger: Jim Renacci (Republican), a businessman and U.S. congressman since 2011. Governor:  Two-te...",dem,2018 Ohio Midterm Elections,2018,5,Tuesday
649,"October 7, 2018",10000000.0,https://www.gofundme.com/kegger-for-kavanaugh,"Cleveland, OH",10.0,OH,"We, the people, would like to raise money in order to throw the ultimate kegger in honor of the confirmation and swearing in of the honorable Justice Brett Kavanaugh.  Come be one with your tribe and support this mans victory and let's show those would-be liberal and Democrat suppressors where th...",dem,Kegger for Kavanaugh,2018,10,Sunday
651,"December 6, 2018",2599.0,https://www.gofundme.com/frazierforadem,"San Francisco, CA",300.0,CA,"It's time to bring the People to the Party.  The California Democratic Party needs young, diverse leaders at every level. Let's support young, diverse candidates run for Assembly District Delegate from AD19 as well as the voters eager to make their voices heard!  How You Can Help:  1) Lower barri...",dem,Bring the People to the Party: AD19 ADEM Elections,2018,12,Thursday
652,"December 26, 2018",1000.0,https://www.gofundme.com/government-shutdown-fundraiser,"Chandler, AZ",122.0,AZ,"This fundraiser is to compensate the 800,000 plus Federal employees affected by the partial government shutdown.  The goal is to match their salaries, until they start getting their regular paychecks.  BY DONATING $11.00 EVERY 2 WEEKS, WE CAN PAY FOR THEIR SALARIES.  The following chart illustrat...",dem,Government Shutdown Fundraiser,2018,12,Wednesday
653,"September 24, 2018",165000.0,https://www.gofundme.com/GregMoylan,"Santa Rosa, CA",615.0,CA,"Greg’s Story                                                                     Lightning Strikes Twice  Greg Moylan, a multi-talented entrepreneur based in Santa Rosa California, was well on his way to rebuilding his...",dem,Greg Moylan's Recovery Fund,2018,9,Monday
654,"September 17, 2018",1500000.0,https://www.gofundme.com/remove-lindsey-graham-from-office,"Greenville, SC",30.0,SC,"Embrace Your Power:  Remove Lindsey Graham from Office  Indivisible SC 4 and the Tombstone PAC are joining forces to remove Senator Lindsey Graham from office and we need your help!  The FINAL STRAW,  on  September 16, 2018 Graham was quoted in Newsweek stating, “Some people pled to lying to the...",dem,Remove Lindsey Graham from Office,2018,9,Monday
655,"August 22, 2018",5000.0,https://www.gofundme.com/5pv9j-paying-back-student-loans,"Richmond, VA",50.0,VA,"Looking at how Americans, especially Democrats, have no problem given rich corrupt politicians and govt officials money I thought I would see if these very same people would donate to a better cause of helping pay back some of my student loans. I am not expecting to hit $50,000 but if I do great....",dem,Paying back student loans,2018,8,Wednesday
656,"November 5, 2018",5000000.0,https://www.gofundme.com/fire-clay-helton,"Los Angeles, CA",5.0,CA,summary was NoneType,dem,Fire Clay Helton,2018,11,Monday
657,"February 24, 2019",400.0,https://www.gofundme.com/capitalist-hippie-event-fundraisers,"Cumberland, RI",40.0,RI,"Shoshana was always called Hippie and in some ways she still is but she would always answer back yeah I am a ""CAPITALIST HIPPIE "", is that an oxymoron? Nope. She never did believe in the re-distribution of wealth and was also told there is NO FREE LUNCH . If she wants to re-distribute anything sh...",dem,Capitalist Hippie Event Fundraisers,2019,2,Sunday
659,"September 26, 2018",5000.0,https://www.gofundme.com/bill-gadol-for-county-council,"Ridgeville, SC",25.0,SC,"I'm running for Dorchester County Council and I have a great chance due to shifting demographics. The district was Gerrymandered, but due to the population growth there are actually 200 more strong Republicans than there are strong Democrats. That being said, mid-term elections always have a lack...",dem,Bill Gadol for County Council,2018,9,Wednesday
660,"June 3, 2019",20000.0,https://www.gofundme.com/hacer-campana-politica-presidencial-2020,"Modesto, CA",50.0,CA,"My name is Juan Manuel Buenrostro Ortiz (71) I want to start my political campaign as a  Democrat Candidate por la Presidencia de los Estados Unidos, even though I'm a citizen by naturalization (it means not born in the USA). The Constitution only allows to run citizens  born in this country; but...",dem,Hacer campana politica presidencial 2020,2019,6,Monday
661,"April 13, 2019",15000.0,https://www.gofundme.com/for-sheriff-el-paso-county-texas,"El Paso, TX",105.0,TX,"I am a retired Police Officer with over 33 years Law Enforcement with 3 agencies. I am not a politician, but am running as a Democrat. I am not endorsed by any political group or organization, I am asking that I be endorsed by the voters in El Paso County Texas. I want serve all El Paso County Te...",dem,Raul for Sheriff,2019,4,Saturday
662,"January 23, 2019",15.0,https://www.gofundme.com/cojones-for-mcconnel,"Charlotte, NC",15.0,NC,summary was NoneType,dem,Balling Mitch,2019,1,Wednesday
663,"May 22, 2018",2000.0,https://www.gofundme.com/rasmussennorthdakota,"Asbury Park, NJ",85.0,NJ,"U.S. Senate:  The incumbent: Heidi Heitkamp (Democrat), former state official first elected to the U.S. Senate in 2012.  The challenger: Kevin Cramer (Republican), former state official and current member of the U.S. House of Representatives.  Politics: Lyndon Johnson in 1964 is the last Democrat...",dem,2018 North Dakota Midterm Elections,2018,5,Tuesday
664,"October 5, 2018",1000000.0,https://www.gofundme.com/retire-lisa-murkowski,"Charlestown, MA",300.0,MA,Lisa Murkowski is a RINO who needs to be defeated in the Republican primary before the 2022 election.  Failure to support Judge Brett Kavanaugh in the wake of the Democrats' disgraceful smear campaign is the last straw.  Funds raised in this campaign will go directly to the most conservative viab...,dem,Retire Lisa Murkowski,2018,10,Friday
