Unnamed: 0,link,location,summary,title,tag,raised,goal,created_date,goal_int,raised_int
625,https://www.gofundme.com/cuzkhp-student-debt-relief,"Beaverton, OR","Between 2007 and 2011, I attended ITT Technical Institute. I worked hard every day I attended, I would stay  late and arrive early. I was committed to my education. Jump to now, 2019, I do not work in my field of education and have a student loan debt balance of $75,000(see pictures below). Why i...",Student Debt Relief,dem,125,80000                    ," April 23, 2019",80000.0,125.0
627,https://www.gofundme.com/keep-politics-out-of-education,"Hot Springs National Park, AR",We are accepting donations for signs and materials for a demonstration on May 25th during the commencement speech by Hillary Rodham  Clinton.  We do not approve the continued use of public resources  promote a pro-Democrat party agenda at functions sponsored by the  state-funded Arkansas School f...,Keep Politics Out of Education,dem,20,500                    ," May 5, 2019",500.0,20.0
629,https://www.gofundme.com/democratic-block-partybbq,"New York, NY","I AM RAISING FUNDS TO HOST A DEMOCRATIC BLOCK PARTY/BBQ. I THINK IT IS IMPORTANT FOR US DEMOCRATS TO GET TOGETHER TO UNITE, SUPPORT, RAPPORT, AND FELLOWSHIP WITH ONE ANOTHER IN A FRIENDLY ENVIRONMENT. MY GOAL IS TO RAISE $10,000 FOR THIS EVENT WHICH WILL HELP RENT A STAGE, AS WELL AS HIRE  A FEW...",DEMOCRATIC BLOCK PARTY/BBQ,dem,100,10000                    ," July 5, 2018",10000.0,100.0
630,https://www.gofundme.com/3b7too,"Sonoma, CA","Hi!  Last summer I had the opportunity to visit a very special place in our country's history The Solomon Islands.  My great uncle, Billy Stack died there during World War II.  I was able to visit and learn about our country's past as well as teach our country's national past-time.  My Aunt Eilee...",Billy Stack Baseball in the Solomon Is.,dem,1805,3000                    ," June 18, 2013",3000.0,1805.0
632,https://www.gofundme.com/yda-national-convention,"Coachella, CA","Hi all, my name is Kimberly and I’m fundraising to help with the costs of attending Young Democrats of America National Convention in Indianapolis, Indiana from July 17-21. This will help to cover airfare, hotel, food and transportation for myself. Thank you all in advance for your support.",YDA National Convention,dem,100,1600                    ," June 30, 2019",1600.0,100.0
633,https://www.gofundme.com/5zf2ubk,"Brooklyn, NY","South Brooklyn Progressive Resistance is committed to ensuring an active and informed electorate in our area. The Primary Election for New York State offices will happen on Thursday, September 13th. Traditionally, this Assembly seat has been heavily influenced by political arrangements invisible...",Educate The Electorate: NY AD46,dem,275,375                    ," August 18, 2018",375.0,275.0
634,https://www.gofundme.com/EnoughAboutFiringWillieTaggart, ,"Like a lot of reasonable FSU fans I think the GoFundMe projects trying to buy out Willie Taggart's football contract at Florida State are ridiculous and embarrassing.   I'm an FSU alum, and a writer and journalist who covered FSU for six years for three newspapers during the school's football hey...",DON'T fire FSU's Willie Taggart,dem,66,1001                    ," September 17, 2018",1001.0,66.0
638,https://www.gofundme.com/help-anu-study-abroad-in-spain,"Clarkston, GA","Hello All,  My name is Anuoluwapo Adebowale. I am a Junior at Spelman College, majoring in English with a minor in International Studies. At Spelman, I am a Senior Resident Advisor for the Department of Housing & Residential Life, an Executive Board member of the Young Democrats of America, a Com...",Help Anu Study Abroad in Spain,dem,1500,4000                    ," March 29, 2019",4000.0,1500.0
641,https://www.gofundme.com/nvmkpd-pv-students-ride-for-early-voting,"Hempstead, TX",It's 2018 and we are still fighting in Waller County to have equal voting rights! Funds are desperately needed immediately to take Prairie View A&M University students to the polls for Early Voting through November 2018.  Waller County has placed the early voting polls 5 miles away for the first...,PV Students Early Voting Support,dem,100,5000                    ," October 23, 2018",5000.0,100.0
645,https://www.gofundme.com/kegger-for-kavanaugh,"Cleveland, OH","We, the people, would like to raise money in order to throw the ultimate kegger in honor of the confirmation and swearing in of the honorable Justice Brett Kavanaugh.  Come be one with your tribe and support this mans victory and let's show those would-be liberal and Democrat suppressors where th...",Kegger for Kavanaugh,dem,10,10.0M                    ," October 7, 2018",10000000.0,10.0
646,https://www.gofundme.com/To-complet-second-phase-with-new-tool, ,TOM INDUSTRIES LLC Call Chris at (970) 424-4679  Watershed Basics Stream Systems and Human Influences:  Silt crowding out drinking water in reservoirs Two-thirds of Kansans rely on man-made lakes  Water: once an abundant necessity is now a scarce and complex commodity. Many efforts have been made...,To Teach Maintenance To Dams and Reseivoirs,dem,55,1.5M                    ," March 29, 2019",1500000.0,55.0
647,https://www.gofundme.com/frazierforadem,"San Francisco, CA","It's time to bring the People to the Party.  The California Democratic Party needs young, diverse leaders at every level. Let's support young, diverse candidates run for Assembly District Delegate from AD19 as well as the voters eager to make their voices heard!  How You Can Help:  1) Lower barri...",Bring the People to the Party: AD19 ADEM Elections,dem,300,2599                    ," December 6, 2018",2599.0,300.0
649,https://www.gofundme.com/GregMoylan,"Santa Rosa, CA","Greg’s Story                                                                     Lightning Strikes Twice  Greg Moylan, a multi-talented entrepreneur based in Santa Rosa California, was well on his way to rebuilding his...",Greg Moylan's Recovery Fund,dem,615,165000                    ," September 24, 2018",165000.0,615.0
650,https://www.gofundme.com/remove-lindsey-graham-from-office,"Greenville, SC","Embrace Your Power:  Remove Lindsey Graham from Office  Indivisible SC 4 and the Tombstone PAC are joining forces to remove Senator Lindsey Graham from office and we need your help!  The FINAL STRAW,  on  September 16, 2018 Graham was quoted in Newsweek stating, “Some people pled to lying to the...",Remove Lindsey Graham from Office,dem,30,1.5M                    ," September 17, 2018",1500000.0,30.0
651,https://www.gofundme.com/5pv9j-paying-back-student-loans,"Richmond, VA","Looking at how Americans, especially Democrats, have no problem given rich corrupt politicians and govt officials money I thought I would see if these very same people would donate to a better cause of helping pay back some of my student loans. I am not expecting to hit $50,000 but if I do great....",Paying back student loans,dem,50,5000                    ," August 22, 2018",5000.0,50.0
653,https://www.gofundme.com/capitalist-hippie-event-fundraisers,"Cumberland, RI","Shoshana was always called Hippie and in some ways she still is but she would always answer back yeah I am a ""CAPITALIST HIPPIE "", is that an oxymoron? Nope. She never did believe in the re-distribution of wealth and was also told there is NO FREE LUNCH . If she wants to re-distribute anything sh...",Capitalist Hippie Event Fundraisers,dem,40,400                    ," February 24, 2019",400.0,40.0
656,https://www.gofundme.com/hacer-campana-politica-presidencial-2020,"Modesto, CA","My name is Juan Manuel Buenrostro Ortiz (71) I want to start my political campaign as a  Democrat Candidate por la Presidencia de los Estados Unidos, even though I'm a citizen by naturalization (it means not born in the USA). The Constitution only allows to run citizens  born in this country; but...",Hacer campana politica presidencial 2020,dem,50,20000                    ," June 3, 2019",20000.0,50.0
657,https://www.gofundme.com/for-sheriff-el-paso-county-texas,"El Paso, TX","I am a retired Police Officer with over 33 years Law Enforcement with 3 agencies. I am not a politician, but am running as a Democrat. I am not endorsed by any political group or organization, I am asking that I be endorsed by the voters in El Paso County Texas. I want serve all El Paso County Te...",Raul for Sheriff,dem,105,15000                    ," April 13, 2019",15000.0,105.0
663,https://www.gofundme.com/beto-activistvolunteer,"Austin, TX","Dear Family and Friends,  Do you ever wish you could do more in these insane political times?  Recently, I have been working as many hours as possible on the Beto for Senate campaign here in Texas. I believe that it is so incredibly important to do EVERYTHING that I can to help bring back sanity...",Beto Activist/Volunteer,dem,175,2500                    ," September 16, 2018",2500.0,175.0
664,https://www.gofundme.com/togo039s-political-prisonners,"Silver Spring, MD",https://alto-togo.com/actions-en-cours   https://www.facebook.com/PeupleTv/videos/2138876763026309/?fref=mentions&__xts__%5B0%5D=68.ARAYN8f108JxaVr2OKNmqKoR9tc9B97dK_hgB5eW-lDYjkR-wZB2y51kHH-v9AC-kCUiok76-kxZ4FIFXKbiG1sSIFWt42F9an2MbfJfr7ighfVTY0s56y9Ijr-wVoWkSpf6rud6NecyldIj1GHwgPTMUxbj-owunmfS8...,Togo's political prisoners,dem,120,5000                    ," September 25, 2018",5000.0,120.0
