,funds,link,location,summary,title
797,"
$0 raised of $750,000                    ",https://www.gofundme.com/RobertMInvestigationFund,"Atlanta, GA","On November 7th, Jeff Sessions was abruptly removed as Attorney General and replaced with Matthew G. Whitaker. It's widely believed to be a move by the Trump administration to slow or halt the Robert Mueller investigation into Russia's involvement with the 2016 presidential election. With Jeff Se...",Robert Mueller's Investigation Fund
798,"
$0 raised of $10.0M                    ",https://www.gofundme.com/9j4yw-mens-rights,"Staten Island, NY","Men need there rights back! We are tired of being taken advantage of by women. They cheat on us, they divorce us, and take more than half of our hard earned money as well as custody of our kids with no say to us.  Laws need to change to not only favor women in times like this but to be equal with...",Mens Rights
799,"
$0 raised of $2.5M                    ",https://www.gofundme.com/jerry-gana-2019, ,"Being a patriotic and committed democrat who has carried the burden for the rapid, effective and even development of our dear nation for decades, my goal is to reach 2,5 million dollars as I run for the office of the President of the Federal Republic of Nigeria.  There is a crippling uncertainty...",PROF. JERRY GANA 2019
800,"
$0 raised of $2,000                    ",https://www.gofundme.com/independents-for-progressnh,"Raymond, NH","I have always been registered as ""independent"" or ""undeclared"" but this year I am ALL IN for the Democratic party.  Trump is pretty bad, but just as bothersome is the total lack of integrity, ethics or morality of the elected officials and members of the Republican party.  My purpose here is to r...",Independents for progressNH
801,"
$0 raised of $500.0M                    ",https://www.gofundme.com/eavhv-build-that-wall,"Matthews, NC",It is time for the American People to stand up and help our country and our President Trump and Honeland Security to BUILD THAT WALL NOW! The Democrats are obstructing to keep the wall from being built! WHO wants to help BUILD THAT WALL?,Build THAT Wall!
802,"
€0 raised of €400                    ",https://www.gofundme.com/rayo-tropical-wanna-go-to-london-help-us,"Bochum, Nordrhein-Westfalen, Deutschland","Hello, Hallo, Olá, Ciao, Hola,  With this campaign the performance duo RAYO TROPICAL (Anna Júlia Amaral & Natasha Padilha)  is asking for your support to make possible for us join the  ""Artist Residency at the Theatre Deli in London” in June 2019.   It took us a lot of time to make this decision...",RAYO TROPICAL at the Theatre Deli in London
803,"
$0 raised of $500.0M                    ",https://www.gofundme.com/6vha6co,"El Paso, TX",IF THE DEMOCRATS WONT HELP US BUILD THE WALL LETS FINISH IT OUR SELF  My dream and the dream of every american we be to see the wall finish in our borders. Wee this donation from my fallow americans we can make this happen . my dream is to see the wall finish if they dont approve,FINISH  THE WALL
804,"
$0 raised of $100,000                    ",https://www.gofundme.com/let039s-not-build-a-wall,"Fort Erie, ON","Below is from a separate campaign which we parody. By supporting us, absolutely no money will be used for a weird Territorial Flex, and instead will be used as a coffee fund for Tim Horton's. We are Canadian. Peace -----------------------------------------------   This campaign is trending! 80k W...",Let's NOT build a Wall
805,"
$0 raised of $1.0M                    ",https://www.gofundme.com/democratic-party-2020,"Roselle, NJ","Raising money now for the 2020 Presidential (Democrat Party) Election. Not sure at this time who will run for the democratic campaigne, whether it be Hillary Clinton again, Kamala Harris or Ms. Cortez. Wanted to start fund raising now and over the next two years. Thank you sincerely.",Democratic Party 2020
806,"
$0 raised of $3,440                    ",https://www.gofundme.com/help-stop-trump-within-six-months,"San Francisco, CA","HERE'S HOW TO STOP TRUMP WELL BEFORE 2020 I've published a book on Amazon that shows how to stop Trump within six months after the book is publicized. According to testimonials by well-regarded professionals and professors, my strategy is at least worth considering and might work. It's especially...",Help Stop Trump Within Six Months
807,"
$0 raised of $9,000                    ",https://www.gofundme.com/move-the-walters-to-sonora,"Sonora, CA","Gene and Jessica Walters are among many that lost everything in the Camp Fire in Paradise.  They fled with little more than their dog and the clothes they were wearing.  Their daughter, Robin Walters of Project Feed Our Kids™ has moved them to Sonora where they are temporarily staying at the Heri...",Move the Walters to Sonora
808,"
$0 raised of $35,000                    ",https://www.gofundme.com/save-maxensia-nakibuuka, ,"Dear friend and comrade. We are many in social media. We have always yearned for change, in our lives. This woman has been in pain since 2016. She has broken legs and deteriorating health conditions . We have decided to form our selves into "" FRIENDS OF MAXENSIA TO SAVE HER "" LET'S ALL COPY AND P...",Save Maxensia Nakibuuka
809,"
$0 raised of $50,000                    ",https://www.gofundme.com/689g9i8,"Fort Lauderdale, FL","My name is Ronald Cameron, but everyone has called me Pete since I was an infant. I am a married, father of two. For spring break this year, my family and I visited Washington D.C. Needless to say, we were impressed and inspired by the magnitude of this great city.  I am a lifelong Republican, bu...",#WalkAway and #VoteRed
810,"
$0 raised of $100,000                    ",https://www.gofundme.com/life-being-ruined,"Kernersville, NC","We must help this man , Bret Kavenaugh who has been devestated by the Democrat's futile effort to stop his confirmation to Supreme court.",Life being ruined
811,"
$0 raised of $210.0M                    ",https://www.gofundme.com/fcas6-build-the-wall,"Seattle, WA","CNBC states the border wall will cost roughly $120 per household.  There's a lot of people on the internet willing to pay that. SO LET'S DO IT! We'll fund that wall ourselves! Since it's safe to assume that 1/2 of American households oppose the wall, it would take $240 per supporter household to...",Build The Wall!
812,"
$0 raised of $100,000                    ",https://www.gofundme.com/hispanic-media-does-not-represent-me,"Orlando, FL","It's a LIE that ALL Hispanics are Democrats, unfortunately all the Spanish speaking Media only side with the left, we need help to raise funds to produce advertising for our voices to be heard... We're hard working people that have been following the rules of our country... We don't receive benef...",Hispanic Media DOES NOT represent ME!
813,"
$0 raised of $1,000                    ",https://www.gofundme.com/democratic-capitalistsocialist-party-of-america,"Chicago, IL","Socialist Parties are growing around the world and in America. As outlined in our book the Capitalist/Socialist Party, please look at and we need volunteers and donations.   THE DEMOCRATIC CAPITALIST/SOCIALIST OF AMERICA IS ASKING FOR  YOUR DONATIONS AND VOLUNTEERS WORKERS FOR ALL 50 STATES AND...",Democratic Capitalist/Socialist Party of America
